angDist,ID,Name  (Counterpart),RA  [hh:mm:ss],DEC  [dd:mm:ss],â [deg],b  [deg],Magnitude Outburst (AB),Mag.  Quies. (AB),d  [kpc],fxpeak [2-10] keV [erg s-1 cm-2],Porb  [h],Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
2.539156,15,"GS 2023+338 
V404 Cyg",20:24:04,33:52:02,73.1187114,-2.09132512,Râ¼10.7,R=16.58Â±0.01,2.39Â±0.14,2.59E-7,155.30803Â±5E-05,2056188620566335360,306.01592990853,33.86757327391,4219.64551000,3150.08472000,6653.87012000,,,,10099
2.916926,14,"GS 1734-275 
GRO 1735-27 = KS 1732-273",17:36:02,-27:25:41,0.1608028,2.59055981,,,,1.2E-9,,4061303551667900416,264.00924146620,-27.42813802674,7875.89941000,4474.47119000,10405.91600000,6444.10547000,4247.45605000,8514.14160000,10033
1.133654,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,5852295847392126080,209.54183643683,-64.73530645424,10258.77830000,6390.79199000,14065.45210000,6075.89355000,4156.39941000,8422.31836000,10033
1.986844,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,5852296053620905472,209.54045857343,-64.73480320539,4323.93213000,2397.16968000,5871.48486000,10038.80180000,7717.11572000,13789.04690000,10033
4.227760,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,5852295847477552640,209.54437323680,-64.73521150593,7472.00146000,3692.88940000,12198.93550000,5982.14844000,3595.25977000,13422.79590000,10033
4.732028,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,5852296053550557056,209.53881247687,-64.73549380095,5404.41797000,3320.07959000,8351.10449000,,,,10099
4.777132,12,"GS 1354-64 
BW Cir",13:58:10,-64:44:06,309.9774112,-2.77987343,V=16.9,i'â¼20.2,â¼25,2.38E-9,61.068Â±0.002,5852296053553145984,209.53868686717,-64.73462132570,6952.77490000,3845.69360000,13487.47170000,9842.97754000,7550.14746000,12610.06250000,10033
1.812614,11,EXO 1846-031,18:49:17,-3:03:55,29.9580344,-0.91793414,r>23,I>22.3,â¼7,1.02E-8,,4258794192383316864,282.32125246886,-3.06555767772,4606.36670000,2649.17676000,7696.12939000,5385.01709000,4726.45020000,7759.52588000,10033
2.679775,10,SLX 1746-331,17:49:49,-33:12:12,356.8092322,-2.97358081,Ks=18.78Â±0.06,,,1.37E-8,,4041956579551272576,267.45368583854,-33.20270704404,7910.06396000,4788.66895000,10851.12700000,,,,10099
3.671696,10,SLX 1746-331,17:49:49,-33:12:12,356.8092322,-2.97358081,Ks=18.78Â±0.06,,,1.37E-8,,4041956583775440768,267.45362589531,-33.20424738519,6143.12500000,4104.34326000,8625.60840000,7212.95850000,5434.53467000,8320.96777000,10033
3.679473,10,SLX 1746-331,17:49:49,-33:12:12,356.8092322,-2.97358081,Ks=18.78Â±0.06,,,1.37E-8,,4041956579402108544,267.45538665476,-33.20338431797,7176.05225000,4618.74854000,10111.39450000,7204.98047000,4580.69580000,8362.04395000,10033
2.523085,9,"H 1705-250 
N Oph 1977 = V2107 Oph",17:08:16,-25:05:30,358.5892354,9.05387073,B=16.3Â±0.5,Râ¼20.9Â±0.2,8.6Â±2.1,1.75E-8,12.51Â±0.03,4112450088104203648,257.06684589787,-25.09234846836,6225.23145000,3365.95923000,8592.97754000,5000.18506000,3787.20874000,6983.04736000,10033
3.693571,6,"3A 1524-617 
KY TrA",15:28:17,-61:52:58,320.3189872,-4.42688518,B=17.3,I=21.78Â±0.09,,4.66E-8,8 â 15,5875509149190072192,232.07158282062,-61.88181450531,5583.04492000,2522.02393000,8900.86914000,,,,20099
4.563643,6,"3A 1524-617 
KY TrA",15:28:17,-61:52:58,320.3189872,-4.42688518,B=17.3,I=21.78Â±0.09,,4.66E-8,8 â 15,5875509149190067456,232.07258469963,-61.88373995255,6354.19482000,4006.40381000,9241.67188000,,,,10099
4.960370,6,"3A 1524-617 
KY TrA",15:28:17,-61:52:58,320.3189872,-4.42688518,B=17.3,I=21.78Â±0.09,,4.66E-8,8 â 15,5875509144902020480,232.07309049654,-61.88365357729,4145.82812000,2642.80322000,6143.32910000,4719.65332000,3137.04077000,6923.87256000,10033
2.800995,5,"1H 1659-487 
GX 339-4 = V821 Ara",17:02:49,-48:47:23,338.9390902,-4.32648295,I=13.6Â±0.1,r=19.9Â±0.1,>5,2.56E-8,42.21Â±0.01,5938658156448950144,255.70504247537,-48.79024417816,2704.24634000,2198.78491000,3215.19897000,5005.85693000,4060.98779000,6292.89990000,10033
3.767349,5,"1H 1659-487 
GX 339-4 = V821 Ara",17:02:49,-48:47:23,338.9390902,-4.32648295,I=13.6Â±0.1,r=19.9Â±0.1,>5,2.56E-8,42.21Â±0.01,5938658156448950528,255.70575354295,-48.78976826464,5126.94531000,3510.07397000,7245.77344000,7861.58203000,6128.50879000,10006.30370000,10033
0.345280,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,4042473487415175168,269.66678157117,-33.80750913108,6779.57812000,4888.27441000,8911.54297000,10099.77730000,8992.20703000,11526.19730000,10033
2.704613,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,4042473491663451264,269.66757037613,-33.80747615277,6661.45752000,5040.09082000,8372.61133000,,,,10099
3.182482,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,4042473491691187328,269.66765983399,-33.80781699698,617.52935800,434.84613000,839.49505600,5832.11572000,4165.80908000,6641.21387000,10033
3.885892,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,4042473487415322368,269.66776914075,-33.80692906527,8203.35938000,6678.15088000,9713.28906000,7562.35059000,6804.49072000,8731.73145000,10033
4.570456,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,4042473491613474944,269.66687268713,-33.80624202286,7101.07129000,5314.31152000,8742.32617000,,,,10099
4.660250,4,"4U 1755-338 
V4134 Sgr",17:58:40,-33:48:27,357.215521,-4.87236175,Vâ¼18.5,V>21.96,6.5Â±2.5,1.17E-9,â¼4.4,4042473491663445888,269.66790630374,-33.80828410238,5675.27832000,3755.80444000,7693.00439000,6542.72412000,5632.08789000,8044.70166000,10033
2.749061,3,"4U 1543-475 
IL Lup",15:47:08,-47:40:11,330.917871,5.42614694,V=14.9,V=16.7,7.5Â±0.5,9.42E-8,26.79377Â±0.00007,5986117923045619072,236.78443716387,-47.66954730253,5200.18018000,3923.31934000,7022.70654000,4469.54736000,3627.83203000,5590.93115000,10033
2.393403,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,5852105013438268544,210.11689994544,-64.79399070261,6643.61035000,3735.37842000,11431.24320000,13467.85550000,10606.97460000,16686.77930000,20033
3.625600,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,5852105013438277376,210.11731896245,-64.79236529626,4260.72803000,2332.65015000,7428.67383000,6039.52441000,4451.15771000,8593.79297000,20033
3.642954,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,5852105013435729024,210.11900932211,-64.79350246338,7536.06348000,4696.37207000,11971.49610000,6769.86328000,4687.67334000,10315.02640000,10033
4.468272,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,5852105009128862592,210.11924154479,-64.79391474291,5361.54980000,2611.74658000,8583.84473000,4007.70337000,2436.13550000,6635.72363000,10033
4.498889,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,5852105013438267136,210.11790463548,-64.79446636783,4576.98730000,2827.97632000,7112.98193000,5191.62988000,3492.52002000,8730.88281000,10033
4.805536,1,Cen X-2,14:00:28,-64:47:36,310.2000982,-2.9001343,,,,1.58E-7,,5852105009113678080,210.11634579471,-64.79200547595,7345.20557000,4901.37549000,12745.73630000,6892.52539000,4401.64404000,9869.81055000,10033
